Voter_A,Voter_B,Voter_C,Voter_D,Voter_E,VP_1,VP_2,VP_3,Status Quo,Policy Decision,Total Euclidean Distance,Total Manhattan Distance,Distance first dimension,Distance second dimension,Distance third dimension,Number of dimensions,Number of VPs,Model,Optimization?
"(1.0, 3.0, 4.5)","(4.0, 2.5, 3.5)","(3.0, 6.0, 2.0)","(2.0, 4.5, 2.5)","(2.5, 3.5, 5.0)","(1.0, 3.0, 4.5)",NA,NA,"(5.0, 4.5, 4.0)","(4.0, 2.5, 3.5)",2.29128784747792,3.5,1.0,2.0,0.5,3,1,history,0
"(1.0, 3.0, 4.5)","(4.0, 2.5, 3.5)","(3.0, 6.0, 2.0)","(2.0, 4.5, 2.5)","(2.5, 3.5, 5.0)","(1.0, 3.0, 4.5)",NA,NA,"(3.501668778735113, 2.001668778735113, 3.001668778735113)","(3.5, 2.5, 3.5)",0.7047487474250483,0.99833122126488716,0.0016687787351128414,0.49833122126488716,0.49833122126488716,3,1,history,0
"(1.0, 3.0, 4.5)","(4.0, 2.5, 3.5)","(3.0, 6.0, 2.0)","(2.0, 4.5, 2.5)","(2.5, 3.5, 5.0)","(1.0, 3.0, 4.5)",NA,NA,"(2.368531157745923, 1.3685311577459232, 2.368531157745923)","(3.5, 2.5, 3.5)",1.9597615219651967,3.3944065267622312,1.131468842254077,1.1314688422540768,1.131468842254077,3,1,history,0
"(1.0, 3.0, 4.5)","(4.0, 2.5, 3.5)","(3.0, 6.0, 2.0)","(2.0, 4.5, 2.5)","(2.5, 3.5, 5.0)","(1.0, 3.0, 4.5)",NA,NA,"(2.287332558794697, 1.2873325587946967, 2.287332558794697)","(3.5, 2.5, 3.5)",2.1004016208521294,3.6380023236159094,1.2126674412053031,1.2126674412053033,1.2126674412053031,3,1,history,0
"(1.0, 3.0, 4.5)","(4.0, 2.5, 3.5)","(3.0, 6.0, 2.0)","(2.0, 4.5, 2.5)","(2.5, 3.5, 5.0)","(1.0, 3.0, 4.5)",NA,NA,"(2.876110833319586, 1.876110833319586, 2.876110833319586)","(3.5, 2.5, 4.0)",1.4288464730627846,2.3716675000412422,0.623889166680414,0.623889166680414,1.123889166680414,3,1,history,0
"(1.0, 3.0, 4.5)","(4.0, 2.5, 3.5)","(3.0, 6.0, 2.0)","(2.0, 4.5, 2.5)","(2.5, 3.5, 5.0)","(1.0, 3.0, 4.5)",NA,NA,"(2.6308679204565646, 1.6308679204565644, 3.1308679204565646)","(3.0, 2.5, 3.5)",1.0138577592481202,1.6073962386303065,0.3691320795434354,0.8691320795434356,0.3691320795434354,3,1,history,0
"(1.0, 3.0, 4.5)","(4.0, 2.5, 3.5)","(3.0, 6.0, 2.0)","(2.0, 4.5, 2.5)","(2.5, 3.5, 5.0)","(1.0, 3.0, 4.5)",NA,NA,"(1.9053389857203968, 1.4053389857203968, 2.405338985720397)","(3.5, 2.5, 3.5)",2.2225006688031734,3.7839830428388095,1.5946610142796032,1.0946610142796032,1.0946610142796032,3,1,history,0
"(1.0, 3.0, 4.5)","(4.0, 2.5, 3.5)","(3.0, 6.0, 2.0)","(2.0, 4.5, 2.5)","(2.5, 3.5, 5.0)","(1.0, 3.0, 4.5)",NA,NA,"(2.6026700017980895, 1.6026700017980893, 2.6026700017980895)","(3.5, 2.5, 3.5)",1.5542211480413983,2.6919899946057315,0.8973299982019105,0.8973299982019107,0.8973299982019105,3,1,history,0
"(1.0, 3.0, 4.5)","(4.0, 2.5, 3.5)","(3.0, 6.0, 2.0)","(2.0, 4.5, 2.5)","(2.5, 3.5, 5.0)","(1.0, 3.0, 4.5)",NA,NA,"(2.402510882102049, 1.402510882102049, 2.402510882102049)","(3.5, 2.5, 3.5)",1.9009069129532006,3.2924673536938527,1.097489117897951,1.097489117897951,1.097489117897951,3,1,history,0
"(1.0, 3.0, 4.5)","(4.0, 2.5, 3.5)","(3.0, 6.0, 2.0)","(2.0, 4.5, 2.5)","(2.5, 3.5, 5.0)","(1.0, 3.0, 4.5)",NA,NA,"(2.0719956116234246, 1.0719956116234246, 2.0719956116234246)","(4.0, 2.5, 3.5)",2.7920590946548476,4.7840131651297266,1.9280043883765754,1.4280043883765754,1.4280043883765754,3,1,history,0
