Voter_A,Voter_B,Voter_C,Voter_D,Voter_E,VP_1,VP_2,VP_3,Status Quo,Policy Decision,Total Euclidean Distance,Total Manhattan Distance,Distance first dimension,Distance second dimension,Distance third dimension,Number of dimensions,Number of VPs,Model,Optimization?
"(1.0,)","(8.0,)","(3.0,)","(2.0,)","(2.5,)","(1.0,)","(3.0,)",NA,"(5.0,)","(5.0,)",0.0,0.0,0.0,0.0,0.0,1,2,history,0
"(1.0,)","(8.0,)","(3.0,)","(2.0,)","(2.5,)","(1.0,)","(3.0,)",NA,"(3.7244105364095144,)","(3.7244105364095144,)",0.0,0.0,0.0,0.0,0.0,1,2,history,0
"(1.0,)","(8.0,)","(3.0,)","(2.0,)","(2.5,)","(1.0,)","(3.0,)",NA,"(2.7301658257453987,)","(2.7301658257453987,)",0.0,0.0,0.0,0.0,0.0,1,2,history,0
"(1.0,)","(8.0,)","(3.0,)","(2.0,)","(2.5,)","(1.0,)","(3.0,)",NA,"(1.8082477615814456,)","(1.8082477615814456,)",0.0,0.0,0.0,0.0,0.0,1,2,history,0
"(1.0,)","(8.0,)","(3.0,)","(2.0,)","(2.5,)","(1.0,)","(3.0,)",NA,"(0.6943327191484325,)",1.3,0.6056672808515675,0.60566728085156751,0.6056672808515675,0.6056672808515675,0.6056672808515675,1,2,history,0
"(1.0,)","(8.0,)","(3.0,)","(2.0,)","(2.5,)","(1.0,)","(3.0,)",NA,"(0.31024165926039826,)",1.6,1.2897583407396018,1.2897583407396018,1.2897583407396018,1.2897583407396018,1.2897583407396018,1,2,history,0
"(1.0,)","(8.0,)","(3.0,)","(2.0,)","(2.5,)","(1.0,)","(3.0,)",NA,"(0.6790948234226843,)",1.3,0.6209051765773157,0.6209051765773157,0.6209051765773157,0.6209051765773157,0.6209051765773157,1,2,history,0
"(1.0,)","(8.0,)","(3.0,)","(2.0,)","(2.5,)","(1.0,)","(3.0,)",NA,"(0.2658604741435413,)",1.7000000000000002,1.4341395258564589,1.4341395258564589,1.4341395258564589,1.4341395258564589,1.4341395258564589,1,2,history,0
"(1.0,)","(8.0,)","(3.0,)","(2.0,)","(2.5,)","(1.0,)","(3.0,)",NA,"(0.29774194531257603,)",1.7000000000000002,1.4022580546874241,1.4022580546874241,1.4022580546874241,1.4022580546874241,1.4022580546874241,1,2,history,0
"(1.0,)","(8.0,)","(3.0,)","(2.0,)","(2.5,)","(1.0,)","(3.0,)",NA,"(0.6153373286560435,)",1.3,0.6846626713439565,0.68466267134395653,0.6846626713439565,0.6846626713439565,0.6846626713439565,1,2,history,0
"(1.0,)","(8.0,)","(3.0,)","(2.0,)","(2.5,)","(1.0,)","(3.0,)",NA,"(0.7917797899148178,)",1.2000000000000002,0.4082202100851824,0.40822021008518239,0.4082202100851824,0.4082202100851824,0.4082202100851824,1,2,history,0
"(1.0,)","(8.0,)","(3.0,)","(2.0,)","(2.5,)","(1.0,)","(3.0,)",NA,"(0.24378256555360434,)",1.7000000000000002,1.4562174344463958,1.4562174344463958,1.4562174344463958,1.4562174344463958,1.4562174344463958,1,2,history,0
"(1.0,)","(8.0,)","(3.0,)","(2.0,)","(2.5,)","(1.0,)","(3.0,)",NA,"(0.30692044491033954,)",1.6,1.2930795550896605,1.2930795550896605,1.2930795550896605,1.2930795550896605,1.2930795550896605,1,2,history,0
"(1.0,)","(8.0,)","(3.0,)","(2.0,)","(2.5,)","(1.0,)","(3.0,)",NA,"(1.0157801836009517,)","(1.0157801836009517,)",0.0,0.0,0.0,0.0,0.0,1,2,history,0
"(1.0,)","(8.0,)","(3.0,)","(2.0,)","(2.5,)","(1.0,)","(3.0,)",NA,"(0.2456272858036319,)",1.7000000000000002,1.4543727141963683,1.4543727141963683,1.4543727141963683,1.4543727141963683,1.4543727141963683,1,2,history,0
"(1.0,)","(8.0,)","(3.0,)","(2.0,)","(2.5,)","(1.0,)","(3.0,)",NA,"(0.46489900045193044,)",1.5,1.0351009995480696,1.0351009995480696,1.0351009995480696,1.0351009995480696,1.0351009995480696,1,2,history,0
