Voter_A,Voter_B,Voter_C,Voter_D,Voter_E,VP_1,VP_2,VP_3,Status Quo,Policy Decision,Total Euclidean Distance,Total Manhattan Distance,Distance first dimension,Distance second dimension,Distance third dimension,Number of dimensions,Number of VPs,Model,Optimization?
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(5.0, 4.5)","(3.7, 3.6)",1.5811388300841893,2.1999999999999997,1.2999999999999998,0.8999999999999999,1.5811388300841893,2,2,history,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(2.66561758396992, 2.56561758396992)","(2.7, 2.8000000000000003)",0.2368908345127838,0.26876483206016033,0.034382416030080076,0.23438241603008025,0.2368908345127838,2,2,history,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(1.5291243689899614, 1.6291243689899615)","(2.4000000000000004, 2.6)",1.3042330526314205,1.8417512620200776,0.870875631010039,0.9708756310100386,1.3042330526314205,2,2,history,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(1.0478066618355322, 1.247806661835532)","(2.7, 2.6)",2.134987037537094,3.0043866763289362,1.652193338164468,1.3521933381644682,2.134987037537094,2,2,history,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(1.9497487365074107, 1.8497487365074106)","(2.4000000000000004, 2.5)",0.7909190261653732,1.1005025269851791,0.4502512634925897,0.6502512634925894,0.7909190261653732,2,2,history,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(1.7692245128796373, 1.869224512879637)","(2.3000000000000003, 2.6)",0.9031918015039012,1.261550974240726,0.5307754871203629,0.7307754871203631,0.9031918015039012,2,2,history,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(1.086971536458699, 1.3869715364586988)","(2.6, 2.8000000000000003)",2.070242635601934,2.9260569270826027,1.5130284635413012,1.4130284635413015,2.070242635601934,2,2,history,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(1.4033652035811812, 1.6033652035811814)","(2.4000000000000004, 2.7)",1.4818531621416897,2.0932695928376379,0.9966347964188191,1.0966347964188188,1.4818531621416897,2,2,history,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(1.414394152121854, 1.7143941521218538)","(2.3000000000000003, 2.7)",1.3250345675368511,1.8712116957562928,0.8856058478781463,0.9856058478781464,1.3250345675368511,2,2,history,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(1.1742418245836022, 1.574241824583602)","(2.4000000000000004, 2.7)",1.664275990969345,2.3515163508327963,1.2257581754163982,1.125758175416398,1.664275990969345,2,2,history,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(1.1230366144397392, 1.423036614439739)","(2.5, 2.5)",1.7481070616558343,2.4539267711205217,1.3769633855602608,1.076963385560261,1.7481070616558343,2,2,history,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(1.2969540180369354, 1.2969540180369354)","(2.7, 2.7)",1.9842066563252432,2.8060919639261295,1.4030459819630647,1.4030459819630647,1.9842066563252432,2,2,history,0
