Voter_A,Voter_B,Voter_C,Voter_D,Voter_E,VP_1,VP_2,VP_3,Status Quo,Policy Decision,Total Euclidean Distance,Total Manhattan Distance,Distance first dimension,Distance second dimension,Distance third dimension,Number of dimensions,Number of VPs,Model,Optimization?
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(5.0, 4.5)","(3.7, 3.6)",1.5811388300841893,2.1999999999999997,1.2999999999999998,0.8999999999999999,1.5811388300841893,2,2,history and drift,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(4.225528797384957, 3.625528797384957)","(3.6, 3.4000000000000004)",0.6649432417941964,0.85105759476991327,0.6255287973849568,0.22552879738495646,0.6649432417941964,2,2,history and drift,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(3.44899482688227, 2.7489948268822704)","(3.44899482688227, 2.7489948268822704)",0.0,0.0,0.0,0.0,0.0,2,2,history and drift,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(3.4301297051888557, 2.2301297051888556)","(3.5, 2.6)",0.376411866285694,0.43974058962228879,0.06987029481114426,0.36987029481114453,0.376411866285694,2,2,history and drift,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(3.8257329856802142, 2.4257329856802143)","(3.8257329856802142, 2.4257329856802143)",0.0,0.0,0.0,0.0,0.0,2,2,history and drift,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(4.0555474817604225, 2.155547481760422)","(4.0, 2.5)",0.3489026512531987,0.40000000000000036,0.05554748176042246,0.3444525182395779,0.3489026512531987,2,2,history and drift,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(3.903304244411561, 1.903304244411561)","(4.0, 2.5)",0.6044798539952156,0.69339151117687781,0.0966957555884389,0.5966957555884389,0.6044798539952156,2,2,history and drift,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(3.9420104720671674, 1.9420104720671674)","(4.0, 2.5)",0.5609947402895843,0.61597905586566526,0.05798952793283263,0.5579895279328326,0.5609947402895843,2,2,history and drift,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(4.008877977792226, 2.0088779777922254)","(4.0, 2.5)",0.49120225893936303,0.50000000000000044,0.008877977792225877,0.49112202220777457,0.49120225893936303,2,2,history and drift,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(3.9984307358041153, 1.9984307358041153)","(4.0, 2.5)",0.5015717190752661,0.50313852839176931,0.0015692641958846565,0.5015692641958847,0.5015717190752661,2,2,history and drift,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(3.914882695448874, 1.9148826954488738)","(4.0, 2.5)",0.591275921731322,0.67023460910225219,0.08511730455112598,0.5851173045511262,0.591275921731322,2,2,history and drift,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(3.884692057932087, 1.884692057932087)","(4.0, 2.5)",0.626018997376108,0.73061588413582612,0.11530794206791306,0.6153079420679131,0.626018997376108,2,2,history and drift,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(3.6698570757182645, 1.6698570757182645)","(3.9000000000000004, 2.5)",0.8614540268244034,1.0602858485634714,0.23014292428173588,0.8301429242817355,0.8614540268244034,2,2,history and drift,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(3.7254867903647426, 1.8254867903647423)","(3.9000000000000004, 2.5)",0.6967229939578976,0.84902641927051548,0.17451320963525774,0.6745132096352577,0.6967229939578976,2,2,history and drift,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(3.5632927726267587, 1.6632927726267581)","(3.8000000000000003, 2.5)",0.8695454535729259,1.0734144547464834,0.23670722737324157,0.8367072273732419,0.8695454535729259,2,2,history and drift,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(3.9653444254386896, 2.1653444254386893)","(4.0, 2.5)",0.336445184886239,0.36931114912262109,0.03465557456131041,0.3346555745613107,0.336445184886239,2,2,history and drift,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(3.9159129785879894, 1.9159129785879894)","(4.0, 2.5)",0.5901086982513464,0.66817404282402126,0.08408702141201063,0.5840870214120106,0.5901086982513464,2,2,history and drift,0
"(1.0, 3.0)","(4.0, 2.5)","(3.0, 6.0)","(2.0, 4.5)","(2.5, 3.5)","(1.0, 3.0)","(3.0, 6.0)",NA,"(4.374822489673267, 2.3748224896732673)","(4.0, 2.5)",0.3951725039226108,0.5,0.37482248967326726,0.12517751032673274,0.3951725039226108,2,2,history and drift,0
